"order_id","customer_id","product_id","order_date","sales"
"CA-2016-149734","JC-16105","OFF-EN-10000927","2016-03-09","200.984"
"US-2018-119662","CS-12400","OFF-ST-10003656",NULL,"230.376"
"CA-2018-140088","PO-18865","FUR-CH-10000863",NULL,"301.96"
"CA-2018-155558","PG-18895","TEC-AC-10001998",NULL,"19.99"
"CA-2018-155558","PG-18895","OFF-LA-10000134",NULL,"6.16"
"CA-2017-159695","GM-14455","OFF-ST-10003442","2017-05-04","158.368"
"CA-2017-109806","JS-15685","OFF-AR-10004930",NULL,"20.1"
"CA-2017-109806","JS-15685","TEC-PH-10004093",NULL,"73.584"
"CA-2017-109806","JS-15685","OFF-PA-10000304",NULL,"6.48"
"CA-2016-149587","KB-16315","OFF-PA-10003177",NULL,"12.96"
"CA-2016-149587","KB-16315","FUR-FU-10003799",NULL,"53.34"
"CA-2016-149587","KB-16315","OFF-BI-10002852",NULL,"32.96"
"US-2018-109484","RB-19705","OFF-BI-10004738","2018-06-11","5.682"
"CA-2018-161018","PN-18775","FUR-FU-10000629","2018-09-11","96.53"
"CA-2018-157833","KD-16345","OFF-BI-10001721",NULL,"51.312"
"CA-2017-149223","ER-13855","OFF-AP-10000358","2017-06-09","77.88"
"CA-2017-158568","RB-19465","OFF-PA-10003256",NULL,"64.624"
"CA-2017-158568","RB-19465","TEC-AC-10001767",NULL,"95.976"
"CA-2017-158568","RB-19465","OFF-BI-10002609",NULL,"1.788"
"CA-2017-129903","GZ-14470","OFF-PA-10004040","2017-01-12","23.92"
"US-2016-156867","LC-16870","TEC-AC-10001552",NULL,"238.896"
"US-2016-156867","LC-16870","FUR-FU-10004006",NULL,"102.36"
"US-2016-156867","LC-16870","OFF-BI-10002794",NULL,"36.882"
"CA-2018-119004","JM-15250","TEC-AC-10003499",NULL,"74.112"
"CA-2018-119004","JM-15250","TEC-PH-10002844",NULL,"27.992"
"CA-2018-119004","JM-15250","OFF-AR-10000390",NULL,"3.304"
"CA-2016-129476","PA-19060","TEC-AC-10000844",NULL,"339.96"
"CA-2018-146780","CV-12805","FUR-FU-10001934",NULL,"41.96"
"CA-2017-128867","CL-12565","OFF-AR-10000380","2017-03-11","75.96"
"CA-2017-128867","CL-12565","OFF-BI-10003981","2017-03-11","27.24"
"CA-2015-115259","RC-19960","OFF-FA-10000621",NULL,"40.096"
"CA-2015-115259","RC-19960","OFF-EN-10002600",NULL,"4.72"
"CA-2015-115259","RC-19960","OFF-PA-10004965",NULL,"23.976"
"CA-2015-115259","RC-19960","OFF-EN-10002504",NULL,"130.464"
"CA-2016-110457","DK-13090","FUR-TA-10001768","2016-02-03","787.53"
"US-2016-136476","GG-14650","OFF-BI-10003650","2016-05-04","157.794"
"CA-2017-103730","SC-20725","FUR-FU-10002157","2017-12-06","47.04"
"CA-2017-103730","SC-20725","OFF-BI-10003910","2017-12-06","30.84"
"CA-2017-103730","SC-20725","OFF-ST-10000777","2017-12-06","226.56"
"CA-2017-103730","SC-20725","OFF-EN-10002500","2017-12-06","115.02"
"CA-2017-103730","SC-20725","TEC-PH-10003875","2017-12-06","68.04"
"US-2015-152030","AD-10180","FUR-CH-10004063",NULL,"600.558"
"US-2015-134614","PF-19165","FUR-TA-10004534",NULL,"617.7"
"US-2018-107272","TS-21610","OFF-BI-10003274","2018-05-11","2.388"
"US-2018-107272","TS-21610","OFF-ST-10002974","2018-05-11","243.992"
"US-2017-125969","LS-16975","FUR-CH-10001146","2017-06-11","81.424"
"US-2017-125969","LS-16975","FUR-FU-10003773","2017-06-11","238.56"
"US-2018-164147","DW-13585","TEC-PH-10002293","2018-02-02","59.97"
"US-2018-164147","DW-13585","OFF-PA-10002377","2018-02-02","78.304"
"US-2018-164147","DW-13585","OFF-FA-10002780","2018-02-02","21.456"
"CA-2017-145583","LC-16885","OFF-PA-10001804",NULL,"20.04"
"CA-2017-145583","LC-16885","OFF-PA-10001736",NULL,"35.44"
"CA-2017-145583","LC-16885","OFF-AR-10001149",NULL,"11.52"
"CA-2017-145583","LC-16885","OFF-FA-10002988",NULL,"4.02"
"CA-2017-145583","LC-16885","OFF-BI-10004781",NULL,"76.176"
"CA-2017-145583","LC-16885","OFF-SU-10001218",NULL,"65.88"
"CA-2017-145583","LC-16885","FUR-FU-10001706",NULL,"43.12"
"CA-2017-110366","JD-15895","FUR-FU-10004848","2017-05-09","82.8"
"CA-2018-106180","SH-19975","OFF-AR-10000940",NULL,"8.82"
"CA-2018-106180","SH-19975","OFF-EN-10004030",NULL,"10.86"
"CA-2018-106180","SH-19975","OFF-PA-10004327",NULL,"143.7"
"CA-2018-155376","SG-20080","OFF-AP-10001058",NULL,"839.43"
"CA-2016-110744","HA-14920","OFF-ST-10003656","2016-07-09","671.93"
"CA-2015-110072","MG-17680","FUR-FU-10000521",NULL,"93.888"
"CA-2017-114489","JE-16165","TEC-PH-10000215","2017-05-12","384.45"
"CA-2017-114489","JE-16165","TEC-PH-10001448","2017-05-12","149.97"
"CA-2017-114489","JE-16165","FUR-CH-10000454","2017-05-12","1951.84"
"CA-2017-114489","JE-16165","OFF-BI-10002735","2017-05-12","171.55"
"CA-2017-158834","TW-21025","OFF-AP-10000326",NULL,"157.92"
"CA-2017-158834","TW-21025","TEC-PH-10001254",NULL,"203.184"
"CA-2016-124919","SP-20650","OFF-PA-10001950",NULL,"58.38"
"CA-2016-124919","SP-20650","OFF-PA-10002254",NULL,"105.52"
"CA-2016-124919","SP-20650","OFF-ST-10001590",NULL,"80.88"
"CA-2016-118948","NK-18490","OFF-AR-10001547",NULL,"6.63"
"CA-2015-104269","DB-13060","FUR-CH-10004063","2015-01-03","457.568"
"CA-2017-114104","NP-18670","OFF-LA-10002475",NULL,"14.62"
"CA-2017-114104","NP-18670","TEC-PH-10004536",NULL,"944.93"
"CA-2017-162733","TT-21070","OFF-PA-10002751","2017-11-05","5.98"
"CA-2016-119697","EM-13960","TEC-AC-10003657",NULL,"54.384"
"CA-2017-154508","RD-19900","OFF-EN-10001990",NULL,"28.4"
"CA-2017-113817","MJ-17740","OFF-BI-10004002","2017-07-11","27.68"
"CA-2015-139892","BM-11140","OFF-AR-10004441","2015-08-09","9.936"
"CA-2015-139892","BM-11140","TEC-MA-10000822","2015-08-09","8159.95"
"CA-2015-139892","BM-11140","OFF-ST-10000991","2015-08-09","275.928"
"CA-2015-139892","BM-11140","FUR-CH-10004287","2015-08-09","1740.06"
"CA-2015-139892","BM-11140","OFF-AR-10002656","2015-08-09","32.064"
"CA-2015-139892","BM-11140","OFF-AP-10002518","2015-08-09","177.98"
"CA-2015-139892","BM-11140","TEC-PH-10003931","2015-08-09","143.976"
"CA-2015-118962","CS-12130","OFF-PA-10000659","2015-05-08","20.94"
"CA-2015-118962","CS-12130","OFF-PA-10001144","2015-05-08","110.96"
"CA-2015-118962","CS-12130","FUR-CH-10003817","2015-05-08","340.144"
"US-2015-100853","JB-15400","OFF-AP-10000891",NULL,"52.448"
"US-2015-100853","JB-15400","OFF-LA-10003148",NULL,"20.16"
"US-2018-152366","SJ-20500","OFF-AP-10002684",NULL,"97.264"
"US-2016-101511","JE-15745","FUR-CH-10004698",NULL,"396.802"
"US-2016-101511","JE-15745","OFF-SU-10002189",NULL,"15.88"
"CA-2016-137225","JK-15640","OFF-AR-10001940",NULL,"3.28"
"CA-2015-166191","DK-13150","OFF-ST-10003455","2015-05-12","24.816"
"CA-2015-166191","DK-13150","TEC-AC-10004659","2015-05-12","408.744"
"CA-2015-158274","RM-19675","TEC-PH-10003273",NULL,"503.96"
"CA-2015-158274","RM-19675","TEC-PH-10004896",NULL,"149.95"
"CA-2015-158274","RM-19675","TEC-AC-10002345",NULL,"29"
"CA-2017-105018","SK-19990","OFF-BI-10001890",NULL,"7.16"
"CA-2015-123260","FM-14290","TEC-AC-10002323",NULL,"176.8"
"CA-2017-157000","AM-10360","OFF-ST-10001328",NULL,"37.224"
"CA-2017-157000","AM-10360","OFF-PA-10001950",NULL,"20.016"
"CA-2016-102281","MP-17470","FUR-BO-10002613","2016-12-10","899.136"
"CA-2016-102281","MP-17470","TEC-PH-10001552","2016-12-10","71.76"
"CA-2016-102281","MP-17470","OFF-PA-10000061","2016-12-10","51.84"
"CA-2016-102281","MP-17470","FUR-BO-10002545","2016-12-10","626.352"
"CA-2016-102281","MP-17470","OFF-AR-10003514","2016-12-10","19.9"
"CA-2016-131457","MZ-17515","OFF-EN-10001509",NULL,"14.28"
"CA-2015-140004","CB-12025","OFF-AR-10004685",NULL,"7.408"
"CA-2015-140004","CB-12025","OFF-AR-10004027",NULL,"6.048"
"CA-2018-107720","VM-21685","OFF-ST-10001414","2018-06-11","46.26"
"US-2018-124303","FH-14365","OFF-BI-10000343","2018-06-07","2.946"
"US-2018-124303","FH-14365","OFF-PA-10002749","2018-06-07","16.056"
"CA-2018-105074","MB-17305","OFF-PA-10002666",NULL,"21.744"
"CA-2015-133690","BS-11755","FUR-TA-10004289","2015-03-08","218.75"
"CA-2015-133690","BS-11755","OFF-AP-10003622","2015-03-08","2.6"
"US-2018-116701","LC-17140","OFF-AP-10003217",NULL,"66.284"
"CA-2018-126382","HK-14890","FUR-FU-10002960","2018-03-06","35.168"
"CA-2018-108329","LE-16810","TEC-PH-10001918","2018-09-12","444.768"
"CA-2018-135860","JH-15985","OFF-ST-10000642","2018-01-12","83.92"
"CA-2018-135860","JH-15985","TEC-PH-10001700","2018-01-12","131.98"
"CA-2018-135860","JH-15985","OFF-BI-10003274","2018-01-12","15.92"
"CA-2018-135860","JH-15985","OFF-FA-10000134","2018-01-12","52.29"
"CA-2018-135860","JH-15985","OFF-ST-10001522","2018-01-12","91.99"
"CA-2016-101007","MS-17980","TEC-AC-10001266","2016-09-02","20.8"
"CA-2016-146262","VW-21775","OFF-LA-10004544","2016-02-01","23.68"
"CA-2016-146262","VW-21775","FUR-BO-10004695","2016-02-01","452.45"
"CA-2016-146262","VW-21775","TEC-PH-10002844","2016-02-01","62.982"
"CA-2016-146262","VW-21775","TEC-MA-10000864","2016-02-01","1188"
"CA-2016-146262","VW-21775","TEC-AC-10000109","2016-02-01","89.584"
"CA-2017-130162","JH-15910","OFF-ST-10001328",NULL,"93.06"
"CA-2017-130162","JH-15910","TEC-PH-10002563",NULL,"302.376"
"CA-2016-169397","JB-15925","OFF-FA-10000585",NULL,"5.584"
"CA-2016-169397","JB-15925","OFF-PA-10004000",NULL,"22.704"
"CA-2016-169397","JB-15925","OFF-BI-10002852",NULL,"19.776"
"CA-2016-169397","JB-15925","FUR-FU-10000087",NULL,"72.704"
"CA-2016-169397","JB-15925","TEC-MA-10001148",NULL,"479.988"
"CA-2016-169397","JB-15925","OFF-AR-10001958",NULL,"27.168"
"CA-2016-163055","DS-13180","OFF-AR-10001026","2016-09-08","2.2"
"CA-2016-163055","DS-13180","FUR-TA-10003748","2016-09-08","622.45"
"CA-2016-163055","DS-13180","OFF-ST-10002485","2016-09-08","21.98"
"US-2016-145436","VD-21670","FUR-CH-10004860",NULL,"161.568"
"US-2016-145436","VD-21670","FUR-CH-10004477",NULL,"389.696"
"US-2015-156216","EA-14035","OFF-BI-10001679",NULL,"18.648"
"US-2018-100930","CS-12400","FUR-TA-10001705","2018-07-04","233.86"
"US-2018-100930","CS-12400","FUR-TA-10003473","2018-07-04","620.615"
"US-2018-100930","CS-12400","OFF-BI-10001679","2018-07-04","5.328"
"US-2018-100930","CS-12400","FUR-FU-10004017","2018-07-04","258.072"
"US-2018-100930","CS-12400","TEC-AC-10003832","2018-07-04","617.976"
"CA-2018-160514","DB-13120","OFF-PA-10002479","2018-12-11","10.56"
"CA-2017-157749","KL-16645","OFF-PA-10003349","2017-04-06","25.92"
"CA-2017-157749","KL-16645","FUR-FU-10000576","2017-04-06","419.68"
"CA-2017-157749","KL-16645","FUR-FU-10004351","2017-04-06","11.688"
"CA-2017-157749","KL-16645","TEC-PH-10000011","2017-04-06","31.984"
"CA-2017-157749","KL-16645","FUR-TA-10002607","2017-04-06","177.225"
"CA-2017-157749","KL-16645","FUR-FU-10002505","2017-04-06","4.044"
"CA-2017-157749","KL-16645","OFF-AR-10004685","2017-04-06","7.408"
"CA-2015-131926","DW-13480","FUR-CH-10004063","2015-01-06","2001.86"
"CA-2015-131926","DW-13480","OFF-ST-10002276","2015-01-06","166.72"
"CA-2015-131926","DW-13480","OFF-PA-10004082","2015-01-06","47.88"
"CA-2015-131926","DW-13480","OFF-AP-10002945","2015-01-06","1503.25"
"CA-2015-131926","DW-13480","OFF-PA-10000061","2015-01-06","25.92"
"CA-2017-154739","LH-17155","FUR-CH-10002965","2017-10-12","321.568"
"CA-2017-145625","KC-16540","OFF-PA-10004569","2017-11-09","7.61"
"CA-2017-145625","KC-16540","TEC-AC-10003832","2017-11-09","3347.37"
"CA-2017-146941","DL-13315","OFF-ST-10001228","2017-10-12","80.58"
"CA-2017-146941","DL-13315","OFF-EN-10003296","2017-10-12","361.92"
"US-2016-159982","DR-12880","FUR-FU-10002505",NULL,"12.132"
"US-2016-159982","DR-12880","OFF-ST-10004804",NULL,"82.368"
"US-2016-159982","DR-12880","OFF-ST-10001590",NULL,"53.92"
"US-2016-159982","DR-12880","TEC-PH-10001580",NULL,"647.904"
"CA-2018-163139","CC-12670","TEC-AC-10000290","2018-01-12","20.37"
"CA-2018-163139","CC-12670","OFF-ST-10002790","2018-01-12","221.55"
"CA-2018-163139","CC-12670","OFF-BI-10003460","2018-01-12","17.52"
"US-2018-155299","Dl-13600","OFF-AP-10002203","2018-08-06","1.624"
"US-2015-106992","SB-20290","TEC-MA-10000822",NULL,"3059.98"
"US-2015-106992","SB-20290","TEC-MA-10003353",NULL,"2519.96"
"CA-2017-125318","RC-19825","TEC-PH-10001433","2017-06-06","328.224"
"CA-2016-155040","AH-10210","TEC-AC-10004469","2016-10-11","79.9"
"CA-2018-136826","CB-12535","OFF-AR-10003602",NULL,"14.016"
"CA-2017-111010","PG-18895","OFF-FA-10003472",NULL,"7.56"
"US-2018-145366","CA-12310","OFF-ST-10004180","2018-09-12","37.208"
"US-2018-145366","CA-12310","OFF-EN-10004386","2018-09-12","57.576"
"CA-2018-163979","KH-16690","OFF-ST-10003208",NULL,"725.84"
"CA-2016-155334","HA-14920","TEC-AC-10003628",NULL,"209.93"
"CA-2016-155334","HA-14920","FUR-FU-10003274",NULL,"5.28"
"CA-2016-155334","HA-14920","OFF-BI-10002557",NULL,"10.92"
"CA-2018-118136","BB-10990","OFF-PA-10002615",NULL,"8.82"
"CA-2018-118136","BB-10990","OFF-AR-10001427",NULL,"5.98"
"CA-2018-132976","AG-10495","OFF-PA-10000673",NULL,"11.648"
"CA-2018-132976","AG-10495","OFF-PA-10004470",NULL,"18.176"
"CA-2018-132976","AG-10495","OFF-ST-10000876",NULL,"59.712"
"CA-2018-132976","AG-10495","OFF-LA-10002043",NULL,"24.84"
"US-2016-161991","SC-20725","OFF-BI-10004967",NULL,"2.08"
"US-2016-161991","SC-20725","TEC-PH-10001760",NULL,"1114.4"
"CA-2016-130890","JO-15280","FUR-TA-10002903","2016-02-11","1038.84"
"CA-2016-130883","TB-21520","OFF-PA-10000474",NULL,"141.76"
"CA-2016-130883","TB-21520","TEC-AC-10001956",NULL,"239.8"
"CA-2016-130883","TB-21520","OFF-PA-10004100",NULL,"31.104"
"CA-2017-112697","AH-10195","OFF-BI-10000778",NULL,"254.058"
"CA-2017-112697","AH-10195","OFF-AP-10002684",NULL,"194.528"
"CA-2017-112697","AH-10195","OFF-SU-10000646",NULL,"961.48"
"CA-2017-110772","NZ-18565","OFF-FA-10002983",NULL,"19.096"
"CA-2017-110772","NZ-18565","OFF-LA-10004689",NULL,"18.496"
"CA-2017-110772","NZ-18565","TEC-AC-10002001",NULL,"255.984"
"CA-2017-110772","NZ-18565","FUR-BO-10004709",NULL,"86.97"
"CA-2015-111451","KL-16555","FUR-FU-10004091",NULL,"300.416"
"CA-2015-111451","KL-16555","FUR-CH-10001891",NULL,"230.352"
"CA-2015-111451","KL-16555","FUR-FU-10002918",NULL,"218.352"
"CA-2015-111451","KL-16555","OFF-BI-10004593",NULL,"78.6"
"CA-2015-111451","KL-16555","OFF-FA-10004854",NULL,"27.552"
"CA-2017-142545","JD-15895","OFF-PA-10002105",NULL,"32.4"
"CA-2017-142545","JD-15895","OFF-ST-10002756",NULL,"1082.48"
"CA-2017-142545","JD-15895","OFF-PA-10004243",NULL,"56.91"
"CA-2017-142545","JD-15895","FUR-FU-10001861",NULL,"77.6"
"CA-2017-142545","JD-15895","OFF-BI-10002706",NULL,"14.28"
"US-2018-152380","JH-15910","FUR-TA-10002533",NULL,"219.075"
"CA-2016-144253","AS-10225","FUR-FU-10002671","2016-04-05","26.8"
"CA-2015-130960","KB-16600","OFF-AR-10003651",NULL,"9.84"
"CA-2015-111003","CR-12625","OFF-BI-10001072","2015-01-06","45.48"
"CA-2015-111003","CR-12625","OFF-AR-10002135","2015-01-06","289.2"
"CA-2018-126774","SH-20395","OFF-AR-10002804",NULL,"4.89"
"CA-2017-142902","BP-11185","FUR-FU-10001918","2017-12-09","15.136"
"CA-2017-142902","BP-11185","FUR-CH-10004086","2017-12-09","466.768"
"CA-2017-142902","BP-11185","FUR-FU-10001756","2017-12-09","15.232"
"CA-2017-142902","BP-11185","OFF-LA-10000634","2017-12-09","6.264"
"CA-2015-120887","TS-21205","FUR-FU-10001588",NULL,"87.54"
"CA-2015-167850","AG-10525","TEC-PH-10002398","2015-09-08","178.384"
"CA-2015-167850","AG-10525","OFF-PA-10001937","2015-09-08","15.552"
"CA-2015-164259","SP-20860","OFF-AR-10003373",NULL,"99.136"
"CA-2015-164973","NM-18445","FUR-CH-10002602","2015-04-11","135.882"
"CA-2015-164973","NM-18445","TEC-MA-10002927","2015-04-11","3991.98"
"CA-2015-164973","NM-18445","TEC-PH-10004093","2015-04-11","275.94"
"CA-2015-164973","NM-18445","TEC-AC-10000892","2015-04-11","360"
"CA-2015-164973","NM-18445","OFF-ST-10002974","2015-04-11","43.57"
"CA-2015-156601","FA-14230","OFF-FA-10000624",NULL,"7.16"
"CA-2017-162138","GK-14620","OFF-BI-10004593",NULL,"251.52"
"CA-2017-162138","GK-14620","TEC-AC-10001908",NULL,"99.99"
"CA-2018-153339","DJ-13510","FUR-FU-10001967","2018-03-11","15.992"
"US-2017-141544","PO-18850","TEC-PH-10003645",NULL,"290.898"
"US-2017-141544","PO-18850","OFF-ST-10000675",NULL,"54.224"
"US-2017-141544","PO-18850","FUR-CH-10003312",NULL,"786.744"
"US-2017-141544","PO-18850","OFF-LA-10001074",NULL,"100.24"
"US-2017-141544","PO-18850","OFF-BI-10001524",NULL,"37.764"
"US-2017-150147","JL-15850","TEC-PH-10004614",NULL,"82.8"
"US-2017-150147","JL-15850","OFF-BI-10001153",NULL,"20.724"
"US-2017-150147","JL-15850","OFF-BI-10001982",NULL,"4.896"
"CA-2016-137946","DB-13615","OFF-BI-10001922","2016-01-09","4.752"
"CA-2016-137946","DB-13615","TEC-CO-10001449","2016-01-09","959.984"
"CA-2016-137946","DB-13615","OFF-BI-10004140","2016-01-09","14.368"
"CA-2015-129924","AC-10420","OFF-BI-10003314","2015-12-07","7.712"
"CA-2015-129924","AC-10420","FUR-TA-10004575","2015-12-07","698.352"
"CA-2016-128167","KL-16645","OFF-FA-10000490",NULL,"4.96"
"CA-2015-122336","JD-15895","OFF-AR-10000122",NULL,"17.856"
"CA-2015-122336","JD-15895","OFF-BI-10003656",NULL,"509.97"
"CA-2015-122336","JD-15895","OFF-FA-10002780",NULL,"30.992"
"CA-2015-122336","JD-15895","TEC-PH-10000702",NULL,"71.928"
"US-2016-120712","CS-12130","OFF-ST-10000107",NULL,"88.8"
"CA-2018-169901","CC-12550","TEC-PH-10002293",NULL,"47.976"
"CA-2018-134306","TD-20995","OFF-AR-10004027","2018-08-07","7.56"
"CA-2018-134306","TD-20995","OFF-PA-10000249","2018-08-07","24.56"
"CA-2018-134306","TD-20995","OFF-AR-10001374","2018-08-07","12.96"
"CA-2017-129714","AB-10060","TEC-AC-10000290","2017-01-09","6.79"
"CA-2017-129714","AB-10060","OFF-PA-10001970","2017-01-09","24.56"
"CA-2017-129714","AB-10060","OFF-BI-10002160","2017-01-09","3.048"
"CA-2017-129714","AB-10060","OFF-PA-10001970","2017-01-09","49.12"
"CA-2017-129714","AB-10060","OFF-BI-10004995","2017-01-09","4355.17"
"CA-2017-138520","JL-15505","FUR-BO-10002268","2017-08-04","388.704"
"CA-2017-138520","JL-15505","OFF-EN-10001137","2017-08-04","8.26"
"CA-2017-138520","JL-15505","OFF-AR-10002399","2017-08-04","17.04"
"CA-2017-138520","JL-15505","OFF-PA-10002713","2017-08-04","34.4"
"CA-2017-130001","HK-14890","OFF-PA-10002666",NULL,"36.24"
"CA-2018-155698","VB-21745","OFF-AP-10001124","2018-08-03","647.84"
"CA-2018-155698","VB-21745","OFF-LA-10001158","2018-08-03","20.7"
"CA-2018-144904","KW-16435","OFF-LA-10001158",NULL,"20.7"
"CA-2018-144904","KW-16435","FUR-CH-10000785",NULL,"488.646"
"CA-2018-144904","KW-16435","OFF-AR-10003732",NULL,"5.56"
"CA-2018-144904","KW-16435","FUR-FU-10000023",NULL,"47.12"
"CA-2015-123344","JD-16060","OFF-ST-10001713",NULL,"211.96"
"CA-2017-155516","MK-17905","OFF-BI-10002412",NULL,"23.2"
"CA-2017-155516","MK-17905","OFF-SU-10001225",NULL,"7.36"
